Ngày đăng,Pháp lý,Diện tích đất,Nhà tắm,Phòng ngủ,Diện tích sử dụng,Mã BĐS,address,price
2025-05-15,sổ đỏ,100 m2(9x11),8.0,8.0,500 m2,22672267,"Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",14 tỷ 800 triệu
2025-05-15,sổ đỏ,85 m2(4x20),3.0,3.0,250 m2,22673203,"Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",20 tỷ
2025-05-15,sổ đỏ,140 m2(14x10),28.0,26.0,1000 m2,22671478,"Bùi Quốc Khái, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",27 tỷ
2025-05-15,sổ đỏ,"81 m2(6,5x12)",1.0,1.0,,22681496,"Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",15 tỷ 500 triệu
2025-05-15,sổ đỏ,110 m2(5x22),2.0,3.0,200 m2,22673845,"Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",32 tỷ
2025-05-15,sổ đỏ,"102 m2(6,6x12)",6.0,10.0,,22683314,"Nguyễn Công Hoan, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",65 tỷ
2025-05-15,sổ đỏ,31 m2(7x8),3.0,4.0,,22683312,"Đê La Thành, Phường Liễu Giai, Quận Ba Đình, Hà Nội",6 tỷ 500 triệu
2025-05-15,sổ đỏ,20 m2(3x7),3.0,3.0,,22678916,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",5 tỷ 650 triệu
2025-05-15,sổ đỏ,54 m2(6x8),14.0,14.0,,22673209,"Hoàng Mai, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",15 tỷ 400 triệu
2025-05-15,sổ đỏ,30 m2(4x8),3.0,3.0,,22680954,"Nguyễn Khiết, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội",6 tỷ 700 triệu
2025-05-15,sổ đỏ,"30 m2(3,2x10)",4.0,3.0,,22680951,"Nguyễn Chính, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",5 tỷ 950 triệu
2025-05-15,sổ đỏ,"45 m2(4,1x10)",3.0,3.0,,22683313,"Chợ Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",12 tỷ 700 triệu
2025-05-15,sổ đỏ,75 m2(4x18),5.0,6.0,350 m2,22671858,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",21 tỷ 800 triệu
2025-05-15,giấy tờ hợp lệ,30 m2(3x10),1.0,1.0,60 m2,22672253,"Định Công Hạ, Phường Định Công, Quận Hoàng Mai, Hà Nội",1 tỷ 400 triệu
2025-05-15,sổ đỏ,110 m2(4x26),2.0,3.0,300 m2,22672790,"Bạch Mai, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",36 tỷ 500 triệu
2025-05-15,sổ đỏ,20 m2(3x7),3.0,4.0,,22680945,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",5 tỷ 950 triệu
2025-05-15,sổ đỏ,30 m2(4x7),3.0,3.0,,22680939,"Giáp Nhị, Phường Mai Động, Quận Hoàng Mai, Hà Nội",5 tỷ 500 triệu
2025-05-15,sổ đỏ,31 m2(5x6),3.0,3.0,31 m2,22684844,"Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",6 tỷ 350 triệu
2025-05-15,sổ đỏ,77 m2(4x20),10.0,10.0,,22673215,"Vương Thừa Vũ, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",29 tỷ
2025-05-15,sổ đỏ,30 m2(4x9),4.0,4.0,,22680931,"Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",3 tỷ 800 triệu
2025-05-15,sổ đỏ,43 m2(3x12),3.0,3.0,,22674222,"Hồng Hà, Phường Chương Dương Độ, Quận Hoàn Kiếm, Hà Nội",16 tỷ 500 triệu
2025-05-15,giấy tờ hợp lệ,44 m2(9x3),1.0,2.0,,22674216,"Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",2 tỷ 550 triệu
2025-05-15,sổ đỏ,35 m2(3x10),3.0,3.0,,22673236,"Hồng Hà, Phường Chương Dương Độ, Quận Hoàn Kiếm, Hà Nội",10 tỷ 500 triệu
2025-05-15,sổ đỏ,44 m2(4x11),10.0,10.0,,22673240,"Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",8 tỷ 500 triệu
2025-05-15,sổ đỏ,30 m2(4x6),3.0,3.0,,22679737,"Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",7 tỷ 500 triệu
2025-05-15,sổ đỏ,"21 m2(3,6x6)",1.0,1.0,,22673233,"Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",3 tỷ 650 triệu
2025-05-15,sổ đỏ,"79 m2(4,7x15)",2.0,2.0,,22673222,"Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",11 tỷ 800 triệu
2025-05-15,sổ đỏ,"64 m2(6,5x10)",1.0,1.0,,22673217,"Chợ Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",10 tỷ 280 triệu
2025-05-15,sổ đỏ,"68 m2(6,8x10)",4.0,5.0,,22673214,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",8 tỷ 700 triệu
2025-05-15,sổ đỏ,54 m2(4x13),2.0,2.0,,22679871,"Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",6 tỷ 500 triệu
2025-05-15,sổ đỏ,"55 m2(3,4x16)",3.0,3.0,,22683310,"Mai Hắc Đế, Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",38 tỷ
2025-05-15,sổ đỏ,50 m2(3x18),2.0,3.0,,22678905,"Thái Thịnh, Phường Láng Hạ, Quận Đống Đa, Hà Nội",6 tỷ 200 triệu
2025-05-15,sổ đỏ,35 m2(4x10),5.0,4.0,240 m2,22680426,"Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",7 tỷ
2025-05-15,sổ đỏ,38 m2(3x13),3.0,3.0,,22679256,"Lệnh Cư, Phường Trung Liệt, Quận Đống Đa, Hà Nội",7 tỷ 200 triệu
2025-05-15,sổ đỏ,162 m2(12x14),1.0,2.0,,22673245,"Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",28 tỷ
2025-05-15,sổ đỏ,"46 m2(4,2x10)",4.0,6.0,46 m2,22679258,"Dốc Tam Đa, Phường Điện Biên, Quận Ba Đình, Hà Nội",10 tỷ 700 triệu
2025-05-15,sổ đỏ,"50 m2(4,6x12)",1.0,1.0,,22677725,"Nguyễn Khoái, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",6 tỷ 500 triệu
2025-05-15,sổ đỏ,"43 m2(3,5x12)",1.0,1.0,,22673219,"Nghĩa Dũng, Phường Phúc Xá, Quận Ba Đình, Hà Nội",6 tỷ 500 triệu
2025-05-15,sổ đỏ,30 m2(6x5),3.0,3.0,,22679250,"Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội",4 tỷ 700 triệu
2025-05-15,sổ đỏ,32 m2(3x11),3.0,2.0,,22674220,"Đường Láng, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",12 tỷ 500 triệu
2025-05-15,sổ đỏ,"30 m2(3,5x8)",4.0,4.0,,22674224,"Hồ Văn Chương, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",9 tỷ 300 triệu
2025-05-14,sổ đỏ,33 m2(5x9),3.0,4.0,40 m2,22684597,"Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",7 tỷ 500 triệu
2025-05-14,sổ đỏ,"45 m2(3,5x14)",4.0,3.0,45 m2,22684703,"Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",7 tỷ 800 triệu
2025-05-14,sổ đỏ,33 m2(5x9),3.0,4.0,40 m2,22684628,"Trung Phụng, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",7 tỷ 500 triệu
2025-05-14,sổ đỏ,"80 m2(10x8,1)",2.0,2.0,,22684571,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",12 tỷ 240 triệu
2025-05-14,sổ đỏ,"80 m2(5,4x12)",5.0,3.0,80 m2,22684620,"Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",17 tỷ 600 triệu
2025-05-13,sổ đỏ,95 m2(8x12),9.0,9.0,,22677739,"Khuất Duy Tiến, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",78 tỷ 500 triệu
2025-05-13,sổ đỏ,58 m2(6x10),4.0,6.0,300 m2,22684284,"Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",12 tỷ
2025-05-13,sổ đỏ,58 m2(6x10),4.0,6.0,300 m2,22684340,"Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",12 tỷ
2025-05-13,sổ đỏ,46 m2(4x114),3.0,4.0,44 m2,22684369,"Phố Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",7 tỷ 900 triệu
2025-05-13,sổ đỏ,58 m2(4x10),4.0,3.0,58 m2,22684365,"Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",11 tỷ 800 triệu
2025-05-13,sổ đỏ,65 m2(5x13),,6.0,65 m2,22684518,"Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",16 tỷ 200 triệu
2025-05-13,sổ đỏ,232 m2(7x33),1.0,,232 m2,22664871,"Long Biên 2, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",45 tỷ
2025-05-13,sổ đỏ,"42 m2(3,88x13)",3.0,3.0,46 m2,22679354,"Tô Hiệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",8 tỷ 900 triệu
2025-05-13,sổ đỏ,"33,5 m2(3x11,1)",3.0,4.0,,22679356,"Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",6 tỷ 400 triệu
2025-05-12,sổ đỏ,45 m2(4x10),4.0,4.0,45 m2,22666745,"Nguyễn Trãi, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",8 tỷ 700 triệu
2025-05-12,sổ đỏ,49 m2(4x12),5.0,6.0,50 m2,22662968,"Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội",15 tỷ 800 triệu
2025-05-12,sổ đỏ,54 m2(4x90),4.0,4.0,54 m2,22666740,"Nguyễn Trãi, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",7 tỷ 850 triệu
2025-05-12,sổ đỏ,40 m2(4x10),1.0,1.0,40 m2,22666887,"Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",6 tỷ
2025-05-12,sổ đỏ,"81 m2(10x8,1)",3.0,3.0,,22684258,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",12 tỷ 149 triệu
2025-05-12,sổ đỏ,"50 m2(5,6x9)",6.0,5.0,49 m2,22665840,"Văn La, Phường Phú La, Quận Hà Đông, Hà Nội",13 tỷ 850 triệu
2025-05-12,sổ đỏ,60 m2(5x12),5.0,4.0,65 m2,22676441,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",15 tỷ
2025-05-12,sổ đỏ,50 m2(5x8),6.0,6.0,55 m2,22666058,"Trần Đăng Ninh, Phường Quang Trung, Quận Hà Đông, Hà Nội",18 tỷ 900 triệu
2025-05-12,sổ đỏ,"77 m2(4,5x17)",5.0,5.0,77 m2,22682961,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",1 tỷ 550 triệu
2025-05-12,sổ đỏ,59 m2(5x12),20.0,21.0,60 m2,22680087,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",17 tỷ
2025-05-12,sổ đỏ,50 m2(5x10),5.0,6.0,55 m2,22677655,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",16 tỷ 700 triệu
2025-05-12,sổ đỏ,80 m2(18x5),5.0,6.0,,22683520,"Văn Khê, Phường Phú La, Quận Hà Đông, Hà Nội",25 tỷ 500 triệu
2025-05-12,sổ đỏ,80 m2(5x16),21.0,21.0,80 m2,22684208,"An Hòa, Phường Quang Trung, Quận Hà Đông, Hà Nội",18 tỷ 500 triệu
2025-05-12,sổ đỏ,50 m2(4x13),5.0,5.0,55 m2,22673081,"Phố Hoàng Công, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",12 tỷ 500 triệu
2025-05-12,sổ hồng,"32 m2(3,3x10)",5.0,4.0,,22684263,"Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",5 tỷ 300 triệu
2025-05-12,sổ đỏ,45 m2(4x11),5.0,5.0,45 m2,22662443,"Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",11 tỷ 900 triệu
2025-05-12,sổ đỏ,"72 m2(4,8x16)",,7.0,72 m2,22684278,"Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",17 tỷ 500 triệu
2025-05-12,sổ đỏ,"75 m2(10x7,5)",3.0,3.0,,22684257,"Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",11 tỷ 250 triệu
2025-05-12,sổ đỏ,100 m2(5x20),6.0,6.0,100 m2,22684233,"Văn Khê, Phường Phú La, Quận Hà Đông, Hà Nội",30 triệu
2025-05-12,sổ đỏ,70 m2(7x10),5.0,5.0,75 m2,22673398,"Phúc La, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",18 tỷ
2025-05-12,sổ đỏ,55 m2(5x11),6.0,6.0,55 m2,22670123,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",20 tỷ 500 triệu
2025-05-12,sổ đỏ,95 m2(5x19),5.0,6.0,95 m2,22683283,"Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội",23 tỷ
2025-05-12,sổ đỏ,60 m2(5x14),5.0,5.0,60 m2,22662991,"Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",15 tỷ 500 triệu
2025-05-12,sổ đỏ,40 m2(4x9),5.0,5.0,39 m2,22662892,"Văn La, Phường Phú La, Quận Hà Đông, Hà Nội",12 tỷ 500 triệu
2025-05-12,sổ đỏ,45 m2(4x12),4.0,5.0,45 m2,22668944,"Nhuệ Giang, Phường Yết Kiêu, Quận Hà Đông, Hà Nội",11 tỷ 600 triệu
2025-05-12,sổ đỏ,35 m2(4x9),4.0,3.0,35 m2,22662503,"KĐT Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",6 tỷ 350 triệu
2025-05-12,sổ đỏ,50 m2(4x12),5.0,5.0,50 m2,22670508,"Nguyễn Thanh Bình, Phường La Khê, Quận Hà Đông, Hà Nội",14 tỷ 500 triệu
2025-05-12,sổ đỏ,52 m2(4x13),2.0,2.0,52 m2,22672769,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",12 tỷ 800 triệu
2025-05-12,sổ đỏ,45 m2(4x10),5.0,5.0,45 m2,22668138,"Ngô Thì Nhậm, Phường Quang Trung, Quận Hà Đông, Hà Nội",13 tỷ 800 triệu
2025-05-12,sổ đỏ,50 m2(5x10),5.0,5.0,55 m2,22672278,"Nguyễn Thanh Bình, Phường La Khê, Quận Hà Đông, Hà Nội",15 tỷ 300 triệu
2025-05-12,sổ đỏ,45 m2(4x11),4.0,4.0,45 m2,22669494,"Trần Đăng Ninh, Phường Quang Trung, Quận Hà Đông, Hà Nội",12 tỷ 400 triệu
2025-05-12,sổ đỏ,45 m2(4x11),5.0,5.0,45 m2,22672268,"Trần Đăng Ninh, Phường Quang Trung, Quận Hà Đông, Hà Nội",18 tỷ 300 triệu
2025-05-11,sổ đỏ,"80 m2(5,8x13,8)",,8.0,80 m2,22684032,"Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",28 tỷ 800 triệu
2025-05-11,sổ hồng,30 m2(5x6),3.0,3.0,,22684039,"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",3 tỷ 900 triệu
2025-05-11,sổ đỏ,"31 m2(4,8x7)",4.0,3.0,31 m2,22684004,"Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",6 tỷ 480 triệu
2025-05-11,sổ hồng,"26 m2(3,5x7,5)",3.0,3.0,,22683966,"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",2 tỷ 600 triệu
2025-05-11,sổ đỏ,"31 m2(5,5x6)",4.0,3.0,31 m2,22683969,"Đường 19 Tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội",7 tỷ
2025-05-10,sổ đỏ,"50 m2(5,05x10)",6.0,4.0,,22678073,"Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",15 tỷ 800 triệu
2025-05-10,sổ đỏ,"61 m2(5x12,2)",4.0,3.0,,22678077,"Ỷ La, Phường Dương Nội, Quận Hà Đông, Hà Nội",13 tỷ 800 triệu
2025-05-10,sổ đỏ,48 m2(4x15),4.0,3.0,60 m2,22678136,"Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",17 tỷ 500 triệu
2025-05-10,sổ đỏ,"33 m2(3,1x11)",4.0,3.0,35 m2,22678071,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",6 tỷ 900 triệu
2025-05-10,sổ đỏ,"53 m2(3,4x15,5)",3.0,3.0,,22677752,"Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",12 tỷ 500 triệu
2025-05-10,sổ đỏ,"50 m2(3,05x15)",2.0,2.0,,22678025,"Giáp Nhất, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",8 tỷ 100 triệu
2025-05-10,sổ đỏ,"30 m2(4,9x6,1)",4.0,3.0,30 m2,22677713,"Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",5 tỷ 700 triệu
2025-05-10,sổ đỏ,"50 m2(3,7x13,5)",4.0,4.0,,22677715,"Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",8 tỷ 950 triệu
2025-05-10,sổ đỏ,"41 m2(3,8x10,8)",5.0,5.0,,22677737,"Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",12 tỷ 700 triệu
2025-05-10,sổ đỏ,"77 m2(7,8x10)",12.0,12.0,,22678026,"Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",22 tỷ
2025-05-10,sổ đỏ,"30,2 m2(7,36x4,1)",4.0,4.0,,22678109,"Ngô Thì Sĩ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",7 tỷ 380 triệu
2025-05-10,sổ đỏ,"31 m2(4,1x7,75)",3.0,3.0,,22678103,"Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",4 tỷ 850 triệu
2025-05-10,sổ đỏ,"30 m2(3,44x9)",4.0,3.0,,22678095,"Nhân Huệ, Phường Đồng Mai, Quận Hà Đông, Hà Nội",4 tỷ 900 triệu
2025-05-10,sổ đỏ,"37 m2(4x9,5)",4.0,3.0,,22678947,"Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",9 tỷ
2025-05-10,sổ đỏ,"65 m2(10x6,5)",8.0,8.0,,22678139,"Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",40 tỷ 500 triệu
2025-05-10,sổ đỏ,"35 m2(3,5x10)",4.0,3.0,,22676755,"Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội",12 tỷ 500 triệu
2025-05-10,sổ đỏ,"63 m2(4x17,5)",4.0,4.0,69 m2,22678135,"Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",24 tỷ 600 triệu
2025-05-10,sổ đỏ,40 m2(4x9),9.0,10.0,43 m2,22678013,"Khương Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",10 tỷ 249 triệu
2025-05-10,sổ đỏ,"77 m2(6x12,9)",3.0,2.0,,22678133,"Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",44 tỷ 999 triệu
2025-05-10,sổ đỏ,"52 m2(3,6x13)",3.0,3.0,60 m2,22676680,"Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội",13 tỷ 690 triệu
2025-05-10,sổ đỏ,"45 m2(3,1x15)",1.0,1.0,,22678138,"Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",8 tỷ 500 triệu
2025-05-10,sổ đỏ,"47 m2(3,2x14,7)",4.0,4.0,,22678024,"Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",16 tỷ
2025-05-10,sổ đỏ,50 m2(6x12),3.0,3.0,50 m2,22683942,"Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",12 tỷ
2025-05-10,sổ đỏ,"34 m2(3,3x10)",3.0,3.0,33 m2,22677714,"Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",7 tỷ 500 triệu
2025-05-10,sổ đỏ,24 m2(3x10),3.0,4.0,30 m2,22679040,"Ngô Quyền, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",5 tỷ 750 triệu
2025-05-10,sổ đỏ,"70 m2(12x5,5)",18.0,18.0,,22678939,"Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",17 tỷ 500 triệu
2025-05-10,sổ đỏ,29 m2(6x4),4.0,3.0,1 m2,22677901,"Ỷ La, Phường Dương Nội, Quận Hà Đông, Hà Nội",5 tỷ 400 triệu
2025-05-10,sổ đỏ,"30,1 m2(3,2x9,8)",4.0,4.0,,22678902,"Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội",6 tỷ 250 triệu
2025-05-10,sổ đỏ,40 m2(4x10),4.0,3.0,,22678899,"Lý Thường Kiệt, Phường La Khê, Quận Hà Đông, Hà Nội",15 tỷ 899 triệu
2025-05-10,sổ đỏ,"80 m2(4,6x17,4)",4.0,4.0,,22678898,"KĐT Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",20 tỷ
2025-05-10,sổ đỏ,"40 m2(4,6x8)",4.0,4.0,54 m2,22678901,"Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",6 tỷ 600 triệu
2025-05-10,sổ đỏ,"39 m2(3,5x112)",4.0,4.0,,22678106,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",10 tỷ 800 triệu
2025-05-10,sổ đỏ,52 m2(5x10),5.0,5.0,,22678945,"Trường Chinh, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",26 tỷ 899 triệu
2025-05-10,sổ đỏ,"50 m2(4x12,5)",12.0,12.0,56 m2,22678099,"Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",15 tỷ 500 triệu
2025-05-10,sổ đỏ,"50 m2(4x12,5)",1.0,1.0,,22678897,"KĐT Kiến Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",15 tỷ 600 triệu
2025-05-10,sổ đỏ,32 m2(36x9),3.0,4.0,,22683936,"Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",6 tỷ 750 triệu
2025-05-10,sổ đỏ,"61 m2(5x10,9)",16.0,16.0,66 m2,22678010,"Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",18 tỷ 900 triệu
2025-05-10,sổ đỏ,"92 m2(6x15,3)",4.0,3.0,,22678114,"Lương Thế Vinh, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",21 tỷ
2025-05-10,sổ đỏ,"60 m2(5,4x14,8)",21.0,21.0,80 m2,22678943,"Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",23 tỷ 500 triệu
2025-05-10,sổ đỏ,80 m2(5x16),4.0,5.0,80 m2,22683882,"Mương La Khê, Phường La Khê, Quận Hà Đông, Hà Nội",17 tỷ 900 triệu
2025-05-10,sổ đỏ,"45 m2(3,8x11,5)",3.0,4.0,45 m2,22683812,"Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",14 tỷ 300 triệu
2025-05-10,sổ đỏ,50 m2,5.0,5.0,,22683247,"Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",13 tỷ
2025-05-10,sổ đỏ,"47,5 m2(3,1x16)",3.0,4.0,"47,5 m2",22683809,"Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",12 tỷ
2025-05-10,sổ đỏ,"35 m2(3,6x9)",4.0,3.0,35 m2,22683798,"Đường 19 Tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội",7 tỷ
2025-05-10,sổ đỏ,"35 m2(3,6x9)",4.0,3.0,35 m2,22683820,"Đường 19 Tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội",7 tỷ
2025-05-10,sổ đỏ,"30 m2(3,8x8)",4.0,3.0,,22676623,"Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",6 tỷ 700 triệu
2025-05-10,sổ đỏ,"44 m2(4,4x10)",7.0,7.0,,22676637,"Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",18 tỷ
2025-05-10,sổ đỏ,89 m2(6x15),5.0,4.0,,22678008,"Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",45 tỷ 800 triệu
2025-05-10,sổ đỏ,"31 m2(4,2x7,4)",4.0,3.0,,22678638,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",7 tỷ 100 triệu
2025-05-10,sổ đỏ,120 m2(6x20),5.0,5.0,,22679080,"Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",28 tỷ 800 triệu
2025-05-10,sổ đỏ,"52 m2(8x6,5)",8.0,8.0,,22677757,"Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",12 tỷ 900 triệu
2025-05-10,sổ đỏ,"31 m2(4,5x6,9)",4.0,3.0,,22677766,"Cầu Đơ, Phường Hà Cầu, Quận Hà Đông, Hà Nội",6 tỷ 750 triệu
2025-05-10,sổ đỏ,275 m2(39x30),4.0,4.0,,22677736,"Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",85 tỷ 999 triệu
2025-05-10,sổ đỏ,"41 m2(5,2x8)",4.0,3.0,,22677764,"Cầu Đơ, Phường Hà Cầu, Quận Hà Đông, Hà Nội",8 tỷ 650 triệu
2025-05-10,sổ đỏ,"95,5 m2(5x19,1)",5.0,4.0,,22678112,"Văn La, Phường Phú La, Quận Hà Đông, Hà Nội",26 tỷ 499 triệu
2025-05-10,sổ đỏ,"42 m2(3,6x11,7)",3.0,4.0,,22679327,"Chùa Võ, Phường Dương Nội, Quận Hà Đông, Hà Nội",5 tỷ 750 triệu
2025-05-10,sổ đỏ,"54 m2(5,4x10)",7.0,7.0,,22679342,"Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",15 tỷ
2025-05-10,sổ đỏ,"35 m2(3,5x10)",3.0,3.0,,22679348,"Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",5 tỷ 950 triệu
2025-05-10,sổ đỏ,"44,5 m2(4,3x10)",4.0,4.0,,22677833,"Yên Bình, Phường Phúc La, Quận Hà Đông, Hà Nội",14 tỷ 500 triệu
