Diện tích sử dụng,address,Phòng ngủ,Nhà tắm,Mã BĐS,Diện tích đất,price,Ngày đăng,Pháp lý
,"Giải Phóng, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",4,2,22706950,"193 m2(9,88x19,5)",24 tỷ,16/10/2025,Sổ hồng
29 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",3,3,22688025,30 m2(4x10),6 tỷ 500 triệu,16/10/2025,Sổ đỏ
50 m2,"Giải Phóng, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",6,4,22688532,50 m2(4x12),10 tỷ 200 triệu,16/10/2025,Sổ đỏ
38 m2,"Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,3,22645957,"38 m2(3,5x13)",5 tỷ 600 triệu,16/10/2025,Sổ đỏ
,"Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",4,2,22702675,193 m2(10x20),23 tỷ 999 triệu,16/10/2025,Sổ hồng
,"Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",3,2,22706413,"195 m2(9,88x19,5)",24 tỷ,16/10/2025,Sổ hồng
300 m2,"Hoàng Minh Giám, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",5,4,22683308,69 m2(5x14),26 tỷ,16/10/2025,Sổ hồng
300 m2,"Cương Kiên, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",5,5,22682511,69 m2(5x14),25 tỷ 999 triệu,16/10/2025,Sổ hồng
60 m2,"Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",12,12,22658000,"60 m2(4,5x12)",11 tỷ 600 triệu,16/10/2025,Sổ đỏ
35 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,3,22651057,35 m2(4x9),6 tỷ 700 triệu,16/10/2025,Sổ đỏ
50 m2,"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",6,4,22710937,52 m2(5x10),11 tỷ 950 triệu,16/10/2025,Sổ đỏ
,"Hoàng Hoa Thám, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",4,2,22702518,200 m2(10x20),24 tỷ,16/10/2025,Sổ hồng
55 m2,"Giáp Nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",11,5,22656455,,8 tỷ 800 triệu,16/10/2025,Sổ đỏ
400 m2,"Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",5,5,22679764,69 m2(5x14),26 tỷ,16/10/2025,Sổ hồng
300 m2,"Đại Linh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",9,5,22678050,"50 m2(6x8,3)",7 tỷ 600 triệu,16/10/2025,Sổ hồng
86 m2,"Linh Đàm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",3,2,22710717,,5 tỷ 868 triệu,16/10/2025,Sổ đỏ
,"Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",4,2,22702502,200 m2(10x20),24 tỷ,16/10/2025,Sổ hồng
400 m2,"Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",5,5,22680301,"162 m2(8,5x19)",42 tỷ 999 triệu,16/10/2025,Sổ hồng
450 m2,"Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",6,6,22706473,72 m2(6x12),36 tỷ,16/10/2025,Sổ đỏ
400 m2,"Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",5,6,22677861,"164 m2(8,5x20)",42 tỷ 999 triệu,16/10/2025,Sổ hồng
46 m2,"Phương Liệt, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",3,4,22655836,"46 m2(4,2x12)",9 tỷ 300 triệu,16/10/2025,Sổ đỏ
52 m2,"Nguyễn Văn Trỗi, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",4,3,22711294,52 m2(4x14),10 tỷ 100 triệu,16/10/2025,Sổ đỏ
41 m2,"Khương Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",5,4,22648122,41 m2(4x11),7 tỷ 750 triệu,16/10/2025,Sổ đỏ
400 m2,"Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội",6,7,22678950,73 m2(5x15),19 tỷ 800 triệu,16/10/2025,Sổ hồng
400 m2,"Nguyễn Cơ Thạch, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",4,4,22706478,105 m2(7x17),35 tỷ,16/10/2025,Sổ đỏ
44 m2,"Nguyễn Văn Trỗi, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",4,3,22655937,"44 m2(3,5x14)",7 tỷ 500 triệu,16/10/2025,Sổ đỏ
,"Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",6,6,22703925,51 m2(5x10),17 tỷ 950 triệu,16/10/2025,Sổ đỏ
,"Tả Thanh Oai, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",6,4,22704093,"71 m2(4x17,8)",17 tỷ 500 triệu,16/10/2025,Sổ đỏ
100 m2,"Đại Linh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",3,2,22677602,70 m2(6x12),1 tỷ 200 triệu,16/10/2025,Hợp đồng mua bán
,"Tứ Hiệp, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",,,22703926,95 m2(5x19),17 tỷ 500 triệu,16/10/2025,Sổ đỏ
42 m2,"Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",3,3,22647288,"42 m2(3,5x14)",6 tỷ 750 triệu,16/10/2025,Sổ đỏ
,"Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội",3,3,22707272,"193 m2(9,88x19,5)",23 tỷ 932 triệu,16/10/2025,Sổ hồng
,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22704073,"45 m2(3,6x12,5)",18 tỷ 200 triệu,16/10/2025,Sổ đỏ
,"Hoàng Văn Thụ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",3,2,22706427,"195 m2(9,88x19,5)",24 tỷ,16/10/2025,Sổ hồng
,"Tỉnh Lộ 70, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",5,5,22704068,96 m2(16x6),28 tỷ 800 triệu,16/10/2025,Sổ đỏ
,"Ngọc Hồi, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",4,4,22704004,"42 m2(4x10,5)",16 tỷ,16/10/2025,Sổ đỏ
,"Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",4,2,22677307,193 m2(10x19),24 tỷ,16/10/2025,Sổ hồng
40 m2,"Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",4,3,22647139,40 m2(4x10),9 tỷ 900 triệu,16/10/2025,Sổ đỏ
50 m2,"Phương Liệt, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",6,4,22646138,50 m2(4x15),8 tỷ 400 triệu,16/10/2025,Sổ đỏ
80 m2,"Linh Đàm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",2,2,22691576,,5 tỷ 750 triệu,16/10/2025,Sổ đỏ
,"Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",,,22705997,"193 m2(9,88x19,5)",23 tỷ 932 triệu,16/10/2025,Sổ hồng
44 m2,"Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",4,4,22645994,44 m2(4x4),12 tỷ 500 triệu,16/10/2025,Sổ đỏ
,"Ngọc Hồi, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",6,5,22704078,"190 m2(10,5x18,1)",38 tỷ 800 triệu,16/10/2025,Sổ đỏ
48 m2,"Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",4,3,22645968,"48 m2(3,5x14)",6 tỷ 500 triệu,16/10/2025,Sổ đỏ
320 m2,"Phúc lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",4,3,22711662,"82 m2(5x16,2)",20 tỷ 300 triệu,16/10/2025,Sổ đỏ
"72,8 m2","Đại Linh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",,,22677576,"72,8 m2(5,3x13,7)",17 tỷ 499 triệu,16/10/2025,Sổ hồng
,"Trần Thủ Độ, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",4,4,22704084,"289 m2(13x22,2)",56 tỷ,16/10/2025,Sổ đỏ
,"Trường Chinh, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",5,5,22704239,435 m2(14x31),185 tỷ,16/10/2025,Sổ đỏ
56 m2,"Trường Chinh, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",4,3,22645964,"56 m2(3,5x17)",9 tỷ 900 triệu,16/10/2025,Sổ đỏ
,"Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",3,2,22706032,"193 m2(9,88x19,5)",24 tỷ,16/10/2025,Sổ hồng
,"Bùi Ngọc Dương, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội",,,22706709,"193 m2(9,88x19,5)",23 tỷ 932 triệu,16/10/2025,Sổ hồng
440 m2,"Chính Trung, Thị Trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",4,3,22710824,"110 m2(7x15,5)",25 tỷ,16/10/2025,Sổ đỏ
45 m2,"Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",3,3,22646308,45 m2(5x9),6 tỷ 600 triệu,16/10/2025,Sổ đỏ
,"Linh Đàm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,4,22705137,"76 m2(5,7x13)",25 tỷ 700 triệu,16/10/2025,Sổ đỏ
70 m2,"Phương Liệt, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",5,5,22698850,70 m2(4x17),12 tỷ 900 triệu,16/10/2025,Sổ đỏ
52 m2,"Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",6,4,22698393,50 m2(4x13),13 tỷ 800 triệu,16/10/2025,Sổ đỏ
,"Quỳnh Mai, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",3,2,22705043,"193 m2(9,88x19,5)",24 tỷ,16/10/2025,Sổ hồng
201 m2,"DT179, Xã Kiêu Kỵ, Huyện Gia Lâm, Hà Nội",,,22709072,201 m2(8x25),14 tỷ 900 triệu,16/10/2025,Sổ đỏ
,"Tô Vĩnh Diện, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",5,5,22705945,"108 m2(5,1x20,5)",45 tỷ,16/10/2025,Sổ đỏ
,"Phố Chùa Quỳnh, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",2,2,22704660,"193 m2(9,88x19,5)",24 tỷ,16/10/2025,Sổ hồng
,"Ngọc Hồi, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",4,4,22704102,"65 m2(4,5x14,5)",17 tỷ 500 triệu,16/10/2025,Sổ đỏ
450 m2,"Bát Khối, Xã Đông Dư, Huyện Gia Lâm, Hà Nội",5,3,22707485,450 m2(10x45),31 tỷ 500 triệu,16/10/2025,Sổ đỏ
38 m2,"Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",4,4,22698078,"38 m2(6,5x5)",7 tỷ 800 triệu,16/10/2025,Sổ đỏ
,"Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",,,22705677,"193 m2(9,88x19,5)",23 tỷ 932 triệu,16/10/2025,Sổ hồng
44 m2,"Đa Tốn, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",,,22705214,44 m2(5x9),4 tỷ 450 triệu,16/10/2025,Sổ đỏ
120 m2,"Giáp Hải, Xã Đông Dư, Huyện Gia Lâm, Hà Nội",2,1,22706120,120 m2(6x20),11 tỷ,16/10/2025,Sổ đỏ
,"Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Hà Nội",,,22703247,"193 m2(9,88x19,5)",24 tỷ,16/10/2025,Sổ hồng
40 m2,"Phan Trọng Tuệ, Xã Tam Hiệp, Huyện Thanh Trì, Hà Nội",3,3,22697630,40 m2(4x10),5 tỷ 100 triệu,16/10/2025,Sổ đỏ
160 m2,"Thúy Lĩnh, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",3,3,22704845,"36 m2(3,5x10)",4 tỷ 650 triệu,16/10/2025,Sổ đỏ
45 m2,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4,3,22690993,45 m2(4x11),8 tỷ 900 triệu,16/10/2025,Sổ đỏ
,"Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",,,22704024,"193 m2(9,88x19,5)",24 tỷ,16/10/2025,Sổ hồng
38 m2,"Định Công Hạ, Phường Định Công, Quận Hoàng Mai, Hà Nội",4,3,22674961,39 m2(4x10),6 tỷ 599 triệu,16/10/2025,Sổ đỏ
42 m2,"Đại lộ Thăng Long, Xã An Khánh, Huyện Hoài Đức, Hà Nội",1,1,22679409,,1 tỷ 650 triệu,16/10/2025,Giấy tờ hợp lệ
,"Phạm Ngọc Thạch, Phường Kim Liên, Quận Đống Đa, Hà Nội",3,2,22704461,"193 m2(9,88x19,5)",24 tỷ,16/10/2025,Sổ hồng
126 m2,"Đông Dư Thượng, Xã Đông Dư, Huyện Gia Lâm, Hà Nội",3,4,22704847,32 m2(4x8),5 tỷ 100 triệu,16/10/2025,Sổ đỏ
360 m2,"Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",2,1,22697360,"188 m2(7,1x25)",21 tỷ,16/10/2025,Sổ đỏ
30 m2,"Sa Đôi, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",1,1,22680469,"30 m2(4x7,5)",4 tỷ 750 triệu,16/10/2025,Sổ hồng
100 m2,"Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",24,24,22657908,100 m2(8x13),17 tỷ,16/10/2025,Sổ đỏ
90 m2,"Đông Dư Thượng, Xã Đông Dư, Huyện Gia Lâm, Hà Nội",,,22706416,"90 m2(5,6x18)",8 tỷ,16/10/2025,Sổ đỏ
38 m2,"Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",3,3,22658178,"38 m2(3,5x12)",6 tỷ 500 triệu,16/10/2025,Sổ đỏ
40 m2,"Thượng Đình, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",1,1,22679275,,1 tỷ 260 triệu,16/10/2025,Sổ hồng
"56,5 m2","Khoan Tế, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",2,1,22705583,"56,5 m2(4x14)",4 tỷ 700 triệu,16/10/2025,Sổ đỏ
48 m2,"Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",5,3,22657580,48 m2(4x12),8 tỷ 300 triệu,16/10/2025,Sổ đỏ
400 m2,"Nam Trung Yên, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",4,4,22679935,163 m2(22x10),52 tỷ,16/10/2025,Sổ hồng
36 m2,"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",6,3,22657278,"36 m2(3,5x11)",8 tỷ 200 triệu,16/10/2025,Sổ đỏ
48 m2,"Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",5,4,22653490,48 m2(4x12),10 tỷ 800 triệu,16/10/2025,Sổ đỏ
277 m2,"Nguyễn Quý Trị, Xã Kiêu Kỵ, Huyện Gia Lâm, Hà Nội",,,22707290,277 m2(12x24),10 tỷ 500 triệu,16/10/2025,Sổ đỏ
,"Đông Các, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",3,2,22701366,"193 m2(9,88x20)",24 tỷ,16/10/2025,Sổ hồng
39 m2,"Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",4,3,22653144,39 m2(4x10),5 tỷ 800 triệu,16/10/2025,Sổ đỏ
,"Cương Kiên, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",10,4,22677776,"83 m2(8,4x10)",9 tỷ 950 triệu,16/10/2025,Sổ hồng
"52,5 m2","Đông Dư Thượng, Xã Đông Dư, Huyện Gia Lâm, Hà Nội",2,1,22706380,"52,5 m2(4,5x12,5)",4 tỷ 850 triệu,16/10/2025,Sổ đỏ
381 m2,"Giáp Hải, Xã Đông Dư, Huyện Gia Lâm, Hà Nội",,,22707657,381 m2(9x42),36 tỷ 900 triệu,16/10/2025,Sổ đỏ
400 m2,"Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",6,6,22678075,143 m2(8x18),38 tỷ,16/10/2025,Sổ hồng
360 m2,"Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",6,5,22671835,68 m2(5x14),6 tỷ 800 triệu,16/10/2025,Sổ hồng
40 m2,"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",6,4,22650429,40 m2(4x10),8 tỷ 850 triệu,16/10/2025,Sổ đỏ
50 m2,"Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",5,3,22710660,50 m2(5x10),8 tỷ 990 triệu,16/10/2025,Sổ đỏ
97 m2,"Bát Khối, Xã Bát Tràng, Huyện Gia Lâm, Hà Nội",2,1,22705980,"97 m2(4,8x20,2)",6 tỷ,16/10/2025,Sổ đỏ
,"Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",5,5,22668835,143 m2(8x18),38 tỷ,16/10/2025,Sổ hồng
44 m2,"Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",4,3,22648747,44 m2(4x11),7 tỷ 400 triệu,16/10/2025,Sổ đỏ
82 m2,"Ngô Xuân Quảng, Thị Trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",,,22703511,"82 m2(4,2x19,5)",8 tỷ 500 triệu,16/10/2025,Sổ đỏ
80 m2,"Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",4,3,22648452,80 m2(6x15),7 tỷ 800 triệu,16/10/2025,Sổ đỏ
150 m2,"Trâu Quỳ, Thị Trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",3,2,22703483,75 m2(5x15),14 tỷ 400 triệu,16/10/2025,Sổ đỏ
193 m2,"Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",4,2,22677189,"193 m2(9,88x19,5)",124 triệu,16/10/2025,Sổ hồng
45 m2,"Đại Linh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",2,1,22677231,,1 tỷ 350 triệu,16/10/2025,Sổ hồng
78 m2,"Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",4,3,22646323,"78 m2(4,2x18)",12 tỷ 600 triệu,16/10/2025,Sổ đỏ
412 m2,"Nguyễn Quý Trị, Xã Kiêu Kỵ, Huyện Gia Lâm, Hà Nội",4,4,22704538,"103 m2(4,5x22)",12 tỷ 700 triệu,16/10/2025,Sổ đỏ
201 m2,"Nguyễn Quý Trị, Xã Kiêu Kỵ, Huyện Gia Lâm, Hà Nội",,,22704509,201 m2(8x25),14 tỷ 900 triệu,16/10/2025,Sổ đỏ
45 m2,"Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",3,4,22648107,45 m2(4x11),10 tỷ 300 triệu,16/10/2025,Sổ đỏ
400 m2,"Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",4,4,22683309,"163 m2(22x7,5)",48 tỷ,16/10/2025,Sổ hồng
400 m2,"Vũ Phạm Hàm, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",4,6,22676699,"180 m2(8,5x21)",48 tỷ 500 triệu,16/10/2025,Sổ hồng
350 m2,"Lâm Du, Phường Bồ Đề, Quận Long Biên, Hà Nội",3,3,22706700,"92,5 m2(6,4x15)",24 tỷ,16/10/2025,Sổ đỏ
54 m2,"Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",5,4,22654469,54 m2,14 tỷ 400 triệu,16/10/2025,Sổ đỏ
400 m2,"Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",5,5,22671530,143 m2(8x18),38 tỷ,16/10/2025,Sổ hồng
55 m2,"Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",3,3,22646152,"55 m2(3,5x15)",8 tỷ 200 triệu,16/10/2025,Sổ đỏ
40 m2,"Nguyễn Văn Trỗi, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",3,3,22646233,40 m2(4x10),6 tỷ 700 triệu,16/10/2025,Sổ đỏ
400 m2,"Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",6,4,22676671,143 m2(8x18),37 tỷ 999 triệu,16/10/2025,Sổ hồng
50 m2,"Giải Phóng, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",10,10,22691298,50 m2(4x12),12 tỷ 900 triệu,16/10/2025,Sổ đỏ
62 m2,"Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",,,22671870,,6 tỷ 200 triệu,16/10/2025,Sổ hồng
45 m2,"Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",4,3,22646235,45 m2(4x14),8 tỷ 100 triệu,16/10/2025,Sổ đỏ
400 m2,"Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",4,5,22678951,"180 m2(8,5x21)",18 tỷ 500 triệu,16/10/2025,Sổ hồng
175 m2,"Thúy Lĩnh, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",3,4,22704780,"35 m2(4,1x9)",6 tỷ 800 triệu,16/10/2025,Sổ đỏ
190 m2,"Thúy Lĩnh, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",3,3,22706785,"47 m2(4x11,5)",5 tỷ 750 triệu,16/10/2025,Sổ đỏ
47 m2,"Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",4,3,22690526,48 m2(4x2),9 tỷ 500 triệu,16/10/2025,Sổ đỏ
100 m2,"Giáp Hải, Xã Đông Dư, Huyện Gia Lâm, Hà Nội",3,3,22703970,"31 m2(4,3x7,5)",4 tỷ 500 triệu,16/10/2025,Sổ đỏ
250 m2,"Trâu Quỳ, Thị Trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",3,2,22710825,"125 m2(6x22,5)",26 tỷ,16/10/2025,Sổ đỏ
180 m2,"Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",4,5,22678645,"30 m2(4x7,5)",6 tỷ 950 triệu,16/10/2025,Sổ hồng
288 m2,"Sài Đồng, Phường Phúc Lợi, Quận Long Biên, Hà Nội",3,3,22711659,"72 m2(4,5x15,5)",21 tỷ 350 triệu,16/10/2025,Sổ đỏ
140 m2,"Phố Cầu Cốc, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",3,2,22678301,"68 m2(5,1x17)",12 tỷ 500 triệu,16/10/2025,Sổ hồng
70 m2,"Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",5,4,22689236,70 m2(5x11),7 tỷ 500 triệu,16/10/2025,Sổ đỏ
180 m2,"Cửa Việt, Thị Trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",4,3,22711520,56 m2(4x13),16 tỷ 600 triệu,16/10/2025,Sổ đỏ
400 m2,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",4,6,22670308,"180 m2(8,5x21)",48 tỷ 500 triệu,16/10/2025,Sổ hồng
62 m2,"Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",1,1,22669331,,6 tỷ 200 triệu,16/10/2025,Hợp đồng mua bán
50 m2,"Thịnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",5,3,22686575,49 m2(4x11),9 tỷ 800 triệu,16/10/2025,Sổ đỏ
72 m2,"Giáp Hải, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",2,1,22703486,"72 m2(5,5x14)",5 tỷ 400 triệu,16/10/2025,Sổ hồng
38 m2,"Lương Khánh Thiện, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",5,3,22688360,38 m2(4x9),6 tỷ 980 triệu,16/10/2025,Sổ đỏ
400 m2,"Đại lộ Thăng Long, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",4,5,22669423,"180 m2(8,5x21)",48 tỷ 500 triệu,16/10/2025,Sổ hồng
252 m2,"Xuân Đỗ, Phường Cự Khối, Quận Long Biên, Hà Nội",4,5,22706332,"42 m2(3,5x13,2)",9 tỷ 100 triệu,16/10/2025,Sổ đỏ
48 m2,"Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",5,4,22673357,48 m2(4x12),8 tỷ 250 triệu,16/10/2025,Sổ đỏ
56 m2,"Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",4,4,22662344,56 m2(5x11),7 tỷ 400 triệu,16/10/2025,Sổ đỏ
38 m2,"Giải Phóng, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",5,4,22667336,38 m2(4x9),6 tỷ 990 triệu,16/10/2025,Sổ đỏ
180 m2,"Ngõ Độc Lập, Phường Cự Khối, Quận Long Biên, Hà Nội",3,3,22706328,60 m2(4x15),6 tỷ 450 triệu,16/10/2025,Sổ đỏ
400 m2,"Ngô Xuân Quảng, Thị Trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",15,6,22700445,"100 m2(6x16,5)",15 tỷ 500 triệu,16/10/2025,Sổ đỏ
38 m2,"Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",4,3,22659104,"38 m2(3,5x12)",7 tỷ 350 triệu,16/10/2025,Sổ đỏ
41 m2,"Nguyễn Đức Cảnh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",4,3,22663229,41 m2(4x11),6 tỷ 600 triệu,16/10/2025,Sổ đỏ
308 m2,"Bát Khối, Xã Bát Tràng, Huyện Gia Lâm, Hà Nội",,,22697187,"300 m2(8x31,5)",16 tỷ 500 triệu,16/10/2025,Sổ đỏ
122 m2,"Nguyễn Mậu Tài, Thị Trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",2,1,22705075,"122 m2(6,4x19,5)",19 tỷ 500 triệu,16/10/2025,Sổ đỏ
42 m2,"Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",5,4,22658476,42 m2(4x10),7 tỷ 590 triệu,16/10/2025,Sổ đỏ
110 m2,"Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",15,15,22699138,110 m2(5x22),25 tỷ,16/10/2025,Sổ đỏ
420 m2,"Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội",5,7,22704980,60 m2(4x15),19 tỷ 500 triệu,16/10/2025,Sổ đỏ
59 m2,"Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",4,4,22663393,"59 m2(4,5x12)",7 tỷ 900 triệu,16/10/2025,Sổ đỏ
49 m2,"An Đào D, Thị Trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",,,22703365,"49 m2(4x12,3)",6 tỷ 100 triệu,16/10/2025,Sổ đỏ
110 m2,"Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",15,15,22669464,"110 m2(5,5x20)",25 tỷ,16/10/2025,Sổ đỏ
